Study,headstable,Scan,ROI,CoordSys,Subjects,Women,Gender,Mode,FixedRandom,Stimuli,Method_,Emotion,Valence,EERMean,EERSD,EERRS,Subtraction,Contrast,Target,Ref,Other,Intrascan_cog,x,y,z,zscore,tscore,p_threshold,pcorrection,Region,Notes,SubjectiveWeights,Affect_focus,Cog_load,object_eval,feel_arousal,phys_arous
Eugene2003,no,fMRI,yes,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,62,NaN,NaN,NaN,NaN,53,13,-26,4.22,NaN,0.05,corrected,R_Anterior_Temporal_Pole,NaN,1,NaN,no,NaN,neutral,n
Eugene2003,no,fMRI,yes,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,62,NaN,NaN,NaN,NaN,36,3,-3,3.96,NaN,0.05,corrected,R_Insula,NaN,1,NaN,no,NaN,neutral,n
Eugene2003,no,fMRI,yes,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,62,NaN,NaN,NaN,NaN,3,-33,-29,4,NaN,0.05,corrected,R_Pons,NaN,1,NaN,no,NaN,neutral,n
Eugene2003,no,fMRI,yes,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,62,NaN,NaN,NaN,NaN,27,0,9,3.74,NaN,0.05,corrected,R_Putamen,NaN,1,NaN,no,NaN,neutral,n
Eugene2003,no,fMRI,no,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,63,NaN,NaN,NaN,NaN,-6,-71,-29,6.08,NaN,0.05,corrected,L_Cerebellum,NaN,1,NaN,no,NaN,neutral,n
Eugene2003,no,fMRI,no,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,63,NaN,NaN,NaN,NaN,42,-56,-17,5.2,NaN,0.05,corrected,R_Cerebellum,NaN,1,NaN,no,NaN,neutral,n
Eugene2003,no,fMRI,no,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,63,NaN,NaN,NaN,NaN,56,-40,10,6.13,NaN,0.05,corrected,R_Superior_Temporal_Cortex,NaN,1,NaN,no,NaN,neutral,n
Eugene2003,no,fMRI,no,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,63,NaN,NaN,NaN,NaN,45,-61,6,5.15,NaN,0.05,corrected,R_Mid_Temporal_Gyrus,NaN,1,NaN,no,NaN,neutral,n
Eugene2003,no,fMRI,no,T88,20,20,f,exp,rand,film,visual,sad,neg,yes,no,no,Sad_film_clip_vs_Neutral_Film_Clip_global_effects_analysis,63,NaN,NaN,NaN,NaN,59,-12,-15,5.15,NaN,0.05,corrected,R_Mid_Temporal_Gyrus,NaN,1,NaN,no,NaN,neutral,n
Fecteau2005,no,fMRI,no,SPM99,15,6,b,per,rand,sound,auditory,mixed,mixed,NaN,NaN,NaN,emotional_sounds_vs_neutral_sounds,64,NaN,NaN,NaN,NaN,-44,26,-14,3.33,2.8,0.002,uncorrected,L_PFC,NaN,1,background,yes,NaN,NaN,n
Fischer1996,no,PET,no,T88,6,1,b,exp,rand,film,recall,aff,neg,no,no,no,negative_vs_neutral,65,negative,neutral,NaN,NaN,-24,-81,39,5,NaN,0.05,corrected,L_secondary_visual_cortex,NaN,1,NaN,no,NaN,high,y
Fischer1996,no,PET,no,T88,6,1,b,exp,rand,film,recall,aff,neg,no,no,no,negative_vs_neutral,65,negative,neutral,NaN,NaN,-10,-82,15,6.5,NaN,0.05,corrected,L_primary_visual_cortex,NaN,1,NaN,no,NaN,high,y
Fischer1996,no,PET,no,T88,6,1,b,exp,rand,film,recall,aff,neg,no,no,no,negative_vs_neutral,65,negative,neutral,NaN,NaN,-6,-61,7,4.6,NaN,0.05,corrected,L_posterior_gyrus_cinguli,NaN,1,NaN,no,NaN,high,y
Fischer1996,no,PET,no,T88,6,1,b,exp,rand,film,recall,aff,neg,no,no,no,negative_vs_neutral,65,negative,neutral,NaN,NaN,-7,65,-8,4.5,NaN,0.05,corrected,L_orbitofrontal_cortex,NaN,1,NaN,no,NaN,high,y
Fischer1996,no,PET,no,T88,6,1,b,exp,rand,film,recall,aff,neg,no,no,no,negative_vs_neutral,65,negative,neutral,NaN,NaN,28,-78,33,6.8,NaN,0.05,corrected,R_secondary_visual_cortex,NaN,1,NaN,no,NaN,high,y
Fischer1996,no,PET,no,T88,6,1,b,exp,rand,film,recall,aff,neg,no,no,no,negative_vs_neutral,65,negative,neutral,NaN,NaN,14,-82,15,6.4,NaN,0.05,corrected,R_primary_visual_cortex,NaN,1,NaN,no,NaN,high,y
Fischer1996,no,PET,no,T88,6,1,b,exp,rand,film,recall,aff,neg,no,no,no,negative_vs_neutral,65,negative,neutral,NaN,NaN,13,-55,33,5.2,NaN,0.05,corrected,R_posterior_gyrus_cinguli,NaN,1,NaN,no,NaN,high,y
Fischer2004,no,fMRI,yes,T88,24,12,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_neutral_expression,66,NaN,NaN,NaN,NaN,20,-6,20,NaN,2.81,0.005,corrected_small_volume,R_amygdala,NaN,1,NaN,no,NaN,NaN,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-12,-80,-10,4.11,NaN,0.005,uncorrected,B_Primary_Visual_Cortex,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-36,-20,-18,3.32,NaN,0.005,uncorrected,L_Hippocampus,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,34,-34,0,2.94,NaN,0.005,uncorrected,R_hippocampus,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-12,-30,12,3.27,NaN,0.005,uncorrected,L_thalamus,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-18,-18,8,3.1,NaN,0.005,uncorrected,L_thalamus,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-6,-6,4,3,NaN,0.005,uncorrected,L_thalamus,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,16,-16,-2,2.75,NaN,0.005,uncorrected,R_Thalamus,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-34,6,6,3.18,NaN,0.005,uncorrected,L_Insula,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-42,-4,-6,2.9,NaN,0.005,uncorrected,L_Insula,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,40,-12,0,2.76,NaN,0.005,uncorrected,R_insula,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-6,-48,28,3.17,NaN,0.005,uncorrected,L_Posterior_cingulate_cortex,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,20,22,14,3.12,NaN,0.005,uncorrected,R_Caudate,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,-8,18,10,3.08,NaN,0.005,uncorrected,L_Caudate,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,16,36,24,2.87,NaN,0.005,uncorrected,R_Anterior_cingulate_cortex,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2004,no,fMRI,yes,MNI,12,5,b,exp,rand,pictures,imagery,disgust,neg,yes,yes,yes,internally_generated_disgust_via_autobiographical_memory_vs_neutral_autobiographical_memory,67,NaN,NaN,NaN,NaN,34,-4,-2,2.63,NaN,0.005,uncorrected,R_putamen,NaN,1,foreground,yes,feeling,high,n
Fitzgerald2005,no,fMRI,yes,MNI,20,10,b,per,rand,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_baseline,68,NaN,NaN,NaN,NaN,-22,-8,-24,2.87,NaN,0.001,corrected_small_volume,L_amygdala,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_baseline,68,NaN,NaN,NaN,NaN,-46,14,22,4.91,NaN,0.001,uncorrected,L_Inferior_frontal_gyrus,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_baseline,68,NaN,NaN,NaN,NaN,42,29,14,4.04,NaN,0.001,uncorrected,R_inferior_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_baseline,68,NaN,NaN,NaN,NaN,-52,-74,-4,3.87,NaN,0.001,uncorrected,L_inferior_temporal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,fear,neg,NaN,NaN,NaN,fear_vs_baseline,68,NaN,NaN,NaN,NaN,-44,-62,-18,3.31,NaN,0.001,uncorrected,L_fusiform,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,yes,MNI,20,10,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_baseline,69,NaN,NaN,NaN,NaN,-20,2,-22,2.11,NaN,0.001,uncorrected,L_amygdala,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_baseline,70,NaN,NaN,NaN,NaN,-44,16,22,5.43,NaN,0.001,uncorrected,L_middle_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_baseline,70,NaN,NaN,NaN,NaN,52,24,28,3.43,NaN,0.001,uncorrected,R_middle_fronta,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_baseline,70,NaN,NaN,NaN,NaN,-50,-80,-6,3.72,NaN,0.001,uncorrected,L_Inferior_occipital_gyrus,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_baseline,70,NaN,NaN,NaN,NaN,-36,-70,6,3.64,NaN,0.001,uncorrected,L_middle_occipital,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_baseline,70,NaN,NaN,NaN,NaN,-8,20,52,3.49,NaN,0.001,uncorrected,L_medial_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_baseline,70,NaN,NaN,NaN,NaN,-2,-80,-2,3.4,NaN,0.001,uncorrected,L_Lingual_gyrus,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,anger,neg,NaN,NaN,NaN,anger_vs_baseline,70,NaN,NaN,NaN,NaN,-46,30,-4,3.36,NaN,0.001,uncorrected,L_inferior_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,yes,MNI,20,10,b,per,rand,faces,visual,disgust,neg,NaN,NaN,NaN,disgust_vs_baseline,71,NaN,NaN,NaN,NaN,-20,-4,-22,2.08,NaN,0.001,uncorrected,L_amygdala,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,disgust,neg,NaN,NaN,NaN,disgust_vs_baseline,72,NaN,NaN,NaN,NaN,-10,22,48,4.52,NaN,0.001,uncorrected,L_medial_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,disgust,neg,NaN,NaN,NaN,disgust_vs_baseline,72,NaN,NaN,NaN,NaN,-56,26,16,3.8,NaN,0.001,uncorrected,L_inferior_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,disgust,neg,NaN,NaN,NaN,disgust_vs_baseline,72,NaN,NaN,NaN,NaN,44,22,6,3.51,NaN,0.001,uncorrected,R_inferior_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,disgust,neg,NaN,NaN,NaN,disgust_vs_baseline,72,NaN,NaN,NaN,NaN,52,-52,4,3.32,NaN,0.001,uncorrected,R_Middle_temporal_gyrus,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,yes,MNI,20,10,b,per,rand,faces,visual,sad,neg,NaN,NaN,NaN,sad_vs_baseline,73,NaN,NaN,NaN,NaN,-26,-6,-24,2.07,NaN,0.001,uncorrected,L_amygdala,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,sad,neg,NaN,NaN,NaN,sad_vs_baseline,74,NaN,NaN,NaN,NaN,-42,16,22,5.13,NaN,0.001,uncorrected,L_middle_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,sad,neg,NaN,NaN,NaN,sad_vs_baseline,74,NaN,NaN,NaN,NaN,48,20,24,4.34,NaN,0.001,uncorrected,R_inferior_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,sad,neg,NaN,NaN,NaN,sad_vs_baseline,74,NaN,NaN,NaN,NaN,-50,34,-2,3.28,NaN,0.001,uncorrected,L_inferior_frontal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,sad,neg,NaN,NaN,NaN,sad_vs_baseline,74,NaN,NaN,NaN,NaN,-56,-72,12,4.07,NaN,0.001,uncorrected,L_Middle_temporal_gyrus,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,sad,neg,NaN,NaN,NaN,sad_vs_baseline,74,NaN,NaN,NaN,NaN,-44,-62,-20,3.62,NaN,0.001,uncorrected,L_fusiform,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,sad,neg,NaN,NaN,NaN,sad_vs_baseline,74,NaN,NaN,NaN,NaN,-6,18,54,3.38,NaN,0.001,uncorrected,L_Superior_frontal_gyrus,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,sad,neg,NaN,NaN,NaN,sad_vs_baseline,74,NaN,NaN,NaN,NaN,-68,-48,8,3.35,NaN,0.001,uncorrected,L_superior_temporal,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,yes,MNI,20,10,b,per,rand,faces,visual,happy,pos,NaN,NaN,NaN,happy_vs_baseline,75,NaN,NaN,NaN,NaN,-20,4,-22,2.1,NaN,0.001,uncorrected,L_amygdala,NaN,1,foreground,yes,stimulus,NaN,n
Fitzgerald2005,no,fMRI,no,MNI,20,10,b,per,rand,faces,visual,happy,pos,NaN,NaN,NaN,happy_vs_baseline,76,NaN,NaN,NaN,NaN,-2,-82,2,3.7,NaN,0.001,uncorrected,L_Lingual_gyrus,NaN,1,foreground,yes,stimulus,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,food,taste,aff,pos,no,no,no,glucose_vs_neutral_taste,77,glucose,neutral_taste,NaN,NaN,6,18,-12,NaN,NaN,0.005,corrected,R_orbitofrontal_cortex,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,food,taste,aff,pos,no,no,no,glucose_vs_neutral_taste,77,glucose,neutral_taste,NaN,NaN,-9,24,-16,NaN,NaN,0.005,corrected,L_orbitofrontal_cortex,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,food,taste,aff,pos,no,no,no,glucose_vs_neutral_taste,77,glucose,neutral_taste,NaN,NaN,45,3,4,NaN,NaN,0.005,corrected,R_Insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,food,taste,aff,pos,no,no,no,glucose_vs_neutral_taste,77,glucose,neutral_taste,NaN,NaN,-44,1,-3,NaN,NaN,0.005,corrected,L_Insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,food,taste,aff,pos,no,no,no,glucose_vs_neutral_taste,77,glucose,neutral_taste,NaN,NaN,43,5,-20,NaN,NaN,0.005,corrected,R_temporal_pole_cortex,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,food,taste,aff,pos,no,no,no,glucose_vs_neutral_taste,77,glucose,neutral_taste,NaN,NaN,18,-8,-20,NaN,NaN,0.005,corrected,R_medial_temporal_lobe,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,food,taste,aff,pos,no,no,no,glucose_vs_neutral_taste,77,glucose,neutral_taste,NaN,NaN,-4,20,-6,NaN,NaN,0.005,corrected,L_subgenal_cortex,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,food,taste,aff,pos,no,no,no,glucose_vs_neutral_taste,77,glucose,neutral_taste,NaN,NaN,-1,21,23,NaN,NaN,0.005,corrected,anterior_cingulate,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,odor,olfaction,aff,pos,no,no,no,vanilla_vs_neutral_smell,78,vanilla,neutral,NaN,NaN,21,29,-14,NaN,NaN,0.005,corrected,R_orbitofrontal_cortex,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,odor,olfaction,aff,pos,no,no,no,vanilla_vs_neutral_smell,78,vanilla,neutral,NaN,NaN,17,-8,-20,NaN,NaN,0.005,corrected,R_medial_temporal_olfactory_cortex,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,odor,olfaction,aff,pos,no,no,no,vanilla_vs_neutral_smell,78,vanilla,neutral,NaN,NaN,42,0,4,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,odor,olfaction,aff,pos,no,no,no,vanilla_vs_neutral_smell,78,vanilla,neutral,NaN,NaN,-45,-6,5,NaN,NaN,0.005,corrected,R_orbitofrontal_cortex,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,odor,olfaction,aff,pos,no,no,no,vanilla_vs_neutral_smell,78,vanilla,neutral,NaN,NaN,2,13,33,NaN,NaN,0.005,corrected,R_medial_temporal_olfactory_cortex,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,odor,olfaction,aff,pos,no,no,no,vanilla_vs_neutral_smell,78,vanilla,neutral,NaN,NaN,6,-4,-5,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,odor,olfaction,aff,pos,no,no,no,vanilla_vs_neutral_smell,78,vanilla,neutral,NaN,NaN,40,-2,-29,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,touch,touch,aff,pos,no,no,no,pleasant_touch,79,NaN,NaN,NaN,NaN,-19,31,-18,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,touch,touch,aff,pos,no,no,no,pleasant_touch,79,NaN,NaN,NaN,NaN,18,24,-21,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,touch,touch,aff,pos,no,no,no,pleasant_touch,79,NaN,NaN,NaN,NaN,-8,21,-19,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,touch,touch,aff,pos,no,no,no,pleasant_touch,79,NaN,NaN,NaN,NaN,12,21,-18,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,touch,touch,aff,pos,no,no,no,pleasant_touch,79,NaN,NaN,NaN,NaN,-9,22,-20,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,touch,touch,aff,pos,no,no,no,pleasant_touch,79,NaN,NaN,NaN,NaN,35,21,-17,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Francis99,no,fMRI,no,T88,4,NaN,NaN,exp,rand,touch,touch,aff,pos,no,no,no,pleasant_touch,79,NaN,NaN,NaN,NaN,42,28,-12,NaN,NaN,0.005,corrected,R_insula,NaN,1,NaN,no,NaN,NaN,n
Frey00,no,PET,no,T88,11,11,f,mix,rand,sound,auditory,aff,neg,no,no,yes,car_crashes_vs_neutral,80,car_crashes,neutral,missing_info,passive,-24,15,-21,3.46,NaN,0.05,corrected,ofc,NaN,1,NaN,no,NaN,neutral,n
Frey00,no,PET,no,T88,11,11,f,mix,rand,sound,auditory,aff,neg,no,no,yes,car_crashes_vs_neutral,80,car_crashes,neutral,missing_info,passive,27,22,-20,2.69,NaN,0.05,corrected,ofc,NaN,1,NaN,no,NaN,neutral,n
Frey00,no,PET,no,T88,11,11,f,mix,rand,sound,auditory,aff,neg,no,no,yes,car_crashes_vs_neutral,80,car_crashes,neutral,missing_info,passive,51,-47,15,4.69,NaN,0.05,corrected,tc,NaN,1,NaN,no,NaN,neutral,n
Frey00,no,PET,no,T88,11,11,f,mix,rand,sound,auditory,aff,neg,no,no,yes,car_crashes_vs_neutral,80,car_crashes,neutral,missing_info,passive,-55,-45,21,4.5,NaN,0.05,corrected,tc,NaN,1,NaN,no,NaN,neutral,n
Frey00,no,PET,yes,T88,11,11,f,mix,fixed,sound,auditory,aff,neg,NaN,NaN,NaN,unpleasant_vs_pleasant,81,NaN,NaN,NaN,NaN,-24,15,-21,NaN,3.46,0.05,corrected,L_caudal_limbic_orbitofrontal_cortex,NaN,0.75,NaN,no,NaN,neutral,n
Frey00,no,PET,yes,T88,11,11,f,mix,fixed,sound,auditory,aff,neg,NaN,NaN,NaN,unpleasant_vs_pleasant,81,NaN,NaN,NaN,NaN,27,22,-20,NaN,2.69,0.05,corrected,R_caudal_orbitofrontal,NaN,0.75,NaN,no,NaN,neutral,n
Frey00,no,PET,yes,T88,11,11,f,mix,fixed,sound,auditory,aff,neg,NaN,NaN,NaN,unpleasant_vs_pleasant,81,NaN,NaN,NaN,NaN,51,-47,15,NaN,4.69,0.05,corrected,R_auditory_cortex,NaN,0.75,NaN,no,NaN,neutral,n
Frey00,no,PET,yes,T88,11,11,f,mix,fixed,sound,auditory,aff,neg,NaN,NaN,NaN,unpleasant_vs_pleasant,81,NaN,NaN,NaN,NaN,-55,-45,21,NaN,4.5,0.05,corrected,L_auditory_cortex,NaN,0.75,NaN,no,NaN,neutral,n
Fulbright98,no,fMRI,yes,T88,13,8,b,exp,fixed,odor,olfaction,aff,pos,yes,yes,yes,clementine_vs_neutral_odor,82,clementine,neutral_odor,NaN,NaN,8,37,49,NaN,NaN,0.05,uncorrected,superomedial_superior_frontal_gyrus_and_middle_third_of_middle_frontal_gyrus,NaN,0.75,foreground,yes,stimulus,high,n
Fulbright98,no,fMRI,yes,T88,13,8,b,exp,fixed,odor,olfaction,aff,pos,yes,yes,yes,clementine_vs_neutral_odor,82,clementine,neutral_odor,NaN,NaN,17,35,18,NaN,NaN,0.05,uncorrected,anterior_paracingulate_cortex,NaN,0.75,foreground,yes,stimulus,high,n
